idx,t_ms,ir_hex,mnemonic,status,desc,acc_pre,acc_post,cy_pre,cy_post,r0_pre,r1_pre,r2_pre,r3_pre,r4_pre,r5_pre,r6_pre,r7_pre,r8_pre,r9_pre,r10_pre,r11_pre,r12_pre,r13_pre,r14_pre,r15_pre,r0_post,r1_post,r2_post,r3_post,r4_post,r5_post,r6_post,r7_post,r8_post,r9_post,r10_post,r11_post,r12_post,r13_post,r14_post,r15_post
0,4.034,BA,XCH R10,pass,,4,0,0,0,0,0,0,0,15,4,4,7,10,0,0,0,0,0,0,0,0,0,0,0,15,4,4,7,10,0,4,0,0,0,0,0
1,4.134,DB,LDM 11,pass,,0,11,0,0,0,0,0,0,15,4,4,7,10,0,4,0,0,0,0,0,0,0,0,0,15,4,4,7,10,0,4,0,0,0,0,0
2,4.204,BB,XCH R11,pass,,11,0,0,0,0,0,0,0,15,4,4,7,10,0,4,0,0,0,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0
3,4.304,50,JMS 0,pass,,0,0,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0
4,4.484,2C,FIM/SRC C,pass,,0,0,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0
5,4.644,50,JMS 0,pass,,0,0,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0
6,4.824,F1,CLC,pass,,0,0,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0
7,4.894,A6,LD R6,pass,,0,4,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0
8,4.974,F5,RAL,pass,,4,8,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0
9,5.054,F7,TCC,pass,,8,0,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0
10,5.134,B2,XCH R2,pass,,0,0,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0
11,5.234,A6,LD R6,pass,,0,4,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0
12,5.314,F5,RAL,pass,,4,8,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0
13,5.394,F1,CLC,pass,,8,8,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0
14,5.464,F6,RAR,pass,,8,4,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0
15,5.544,B6,XCH R6,pass,,4,4,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0
16,5.644,F1,CLC,pass,,4,4,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0
17,5.714,AA,LD R10,pass,,4,4,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0
18,5.794,F5,RAL,pass,,4,8,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0
19,5.874,F7,TCC,pass,,8,0,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0
20,5.954,B3,XCH R3,pass,,0,0,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0
21,6.054,AA,LD R10,pass,,0,4,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0
22,6.134,F5,RAL,pass,,4,8,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0
23,6.214,F1,CLC,pass,,8,8,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0
24,6.284,F6,RAR,pass,,8,4,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0
25,6.364,BA,XCH R10,pass,,4,4,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0
26,6.464,C0,BBL 0,pass,,4,0,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0
27,6.544,A7,LD R7,pass,,0,7,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0
28,6.624,8B,ADD R11,pass,,7,2,0,1,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0
29,6.724,BF,XCH R15,pass,,2,0,1,1,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,2
30,6.824,A6,LD R6,pass,,0,4,1,1,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,2,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,2
31,6.904,8A,ADD R10,pass,,4,9,1,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,2,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,2
32,7.004,BE,XCH R14,pass,,9,0,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,0,2,0,0,0,0,15,4,4,7,10,0,4,11,0,0,9,2
33,7.104,F1,CLC,pass,,0,0,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,9,2,0,0,0,0,15,4,4,7,10,0,4,11,0,0,9,2
34,7.174,DF,LDM 15,pass,,0,15,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,9,2,0,0,0,0,15,4,4,7,10,0,4,11,0,0,9,2
35,7.244,B0,XCH R0,pass,,15,0,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,9,2,15,0,0,0,15,4,4,7,10,0,4,11,0,0,9,2
36,7.344,AF,LD R15,pass,,0,2,0,0,15,0,0,0,15,4,4,7,10,0,4,11,0,0,9,2,15,0,0,0,15,4,4,7,10,0,4,11,0,0,9,2
37,7.424,90,SUB R0,pass,,2,2,0,0,15,0,0,0,15,4,4,7,10,0,4,11,0,0,9,2,15,0,0,0,15,4,4,7,10,0,4,11,0,0,9,2
38,7.524,BF,XCH R15,pass,,2,2,0,0,15,0,0,0,15,4,4,7,10,0,4,11,0,0,9,2,15,0,0,0,15,4,4,7,10,0,4,11,0,0,9,2
39,7.624,F3,CMC,pass,,2,2,0,1,15,0,0,0,15,4,4,7,10,0,4,11,0,0,9,2,15,0,0,0,15,4,4,7,10,0,4,11,0,0,9,2
40,7.694,D3,LDM 3,pass,,2,3,1,1,15,0,0,0,15,4,4,7,10,0,4,11,0,0,9,2,15,0,0,0,15,4,4,7,10,0,4,11,0,0,9,2
41,7.764,B0,XCH R0,pass,,3,15,1,1,15,0,0,0,15,4,4,7,10,0,4,11,0,0,9,2,3,0,0,0,15,4,4,7,10,0,4,11,0,0,9,2
42,7.864,AE,LD R14,pass,,15,9,1,1,3,0,0,0,15,4,4,7,10,0,4,11,0,0,9,2,3,0,0,0,15,4,4,7,10,0,4,11,0,0,9,2
43,7.944,90,SUB R0,pass,,9,6,1,1,3,0,0,0,15,4,4,7,10,0,4,11,0,0,9,2,3,0,0,0,15,4,4,7,10,0,4,11,0,0,9,2
44,8.044,BE,XCH R14,pass,,6,9,1,1,3,0,0,0,15,4,4,7,10,0,4,11,0,0,9,2,3,0,0,0,15,4,4,7,10,0,4,11,0,0,6,2
45,8.144,F1,CLC,pass,,9,9,1,0,3,0,0,0,15,4,4,7,10,0,4,11,0,0,6,2,3,0,0,0,15,4,4,7,10,0,4,11,0,0,6,2
46,8.214,A2,LD R2,pass,,9,0,0,0,3,0,0,0,15,4,4,7,10,0,4,11,0,0,6,2,3,0,0,0,15,4,4,7,10,0,4,11,0,0,6,2
47,8.294,83,ADD R3,pass,,0,0,0,0,3,0,0,0,15,4,4,7,10,0,4,11,0,0,6,2,3,0,0,0,15,4,4,7,10,0,4,11,0,0,6,2
48,8.394,F5,RAL,pass,,0,0,0,0,3,0,0,0,15,4,4,7,10,0,4,11,0,0,6,2,3,0,0,0,15,4,4,7,10,0,4,11,0,0,6,2
49,8.474,F5,RAL,pass,,0,0,0,0,3,0,0,0,15,4,4,7,10,0,4,11,0,0,6,2,3,0,0,0,15,4,4,7,10,0,4,11,0,0,6,2
50,8.554,F5,RAL,pass,,0,0,0,0,3,0,0,0,15,4,4,7,10,0,4,11,0,0,6,2,3,0,0,0,15,4,4,7,10,0,4,11,0,0,6,2
51,8.634,F1,CLC,pass,,0,0,0,0,3,0,0,0,15,4,4,7,10,0,4,11,0,0,6,2,3,0,0,0,15,4,4,7,10,0,4,11,0,0,6,2
52,8.704,8E,ADD R14,pass,,0,6,0,0,3,0,0,0,15,4,4,7,10,0,4,11,0,0,6,2,3,0,0,0,15,4,4,7,10,0,4,11,0,0,6,2
53,8.804,BE,XCH R14,pass,,6,6,0,0,3,0,0,0,15,4,4,7,10,0,4,11,0,0,6,2,3,0,0,0,15,4,4,7,10,0,4,11,0,0,6,2
54,8.904,20,FIM/SRC 0,pass,,6,6,0,0,3,0,0,0,15,4,4,7,10,0,4,11,0,0,6,2,0,0,0,0,15,4,4,7,10,0,4,11,0,0,6,2
55,9.064,22,FIM/SRC 2,pass,,6,6,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,6,2,0,0,0,0,15,4,4,7,10,0,4,11,0,0,6,2
56,9.224,A8,LD R8,pass,,6,10,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,6,2,0,0,0,0,15,4,4,7,10,0,4,11,0,0,6,2
57,9.304,1C,JCN C,pass,,10,10,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,6,2,0,0,0,0,15,4,4,7,10,0,4,11,0,0,6,2
58,9.454,F1,CLC,pass,,10,10,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,6,2,0,0,0,0,15,4,4,7,10,0,4,11,0,0,6,2
59,9.524,A8,LD R8,pass,,10,10,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,6,2,0,0,0,0,15,4,4,7,10,0,4,11,0,0,6,2
60,9.604,F6,RAR,pass,,10,5,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,6,2,0,0,0,0,15,4,4,7,10,0,4,11,0,0,6,2
61,9.684,B8,XCH R8,pass,,5,10,0,0,0,0,0,0,15,4,4,7,10,0,4,11,0,0,6,2,0,0,0,0,15,4,4,7,5,0,4,11,0,0,6,2
62,9.784,A9,LD R9,pass,,10,0,0,0,0,0,0,0,15,4,4,7,5,0,4,11,0,0,6,2,0,0,0,0,15,4,4,7,5,0,4,11,0,0,6,2
63,9.864,F6,RAR,pass,,0,0,0,0,0,0,0,0,15,4,4,7,5,0,4,11,0,0,6,2,0,0,0,0,15,4,4,7,5,0,4,11,0,0,6,2
64,9.944,B9,XCH R9,pass,,0,0,0,0,0,0,0,0,15,4,4,7,5,0,4,11,0,0,6,2,0,0,0,0,15,4,4,7,5,0,4,11,0,0,6,2
65,10.044,1A,JCN A,pass,,0,0,0,0,0,0,0,0,15,4,4,7,5,0,4,11,0,0,6,2,0,0,0,0,15,4,4,7,5,0,4,11,0,0,6,2
66,10.194,F1,CLC,pass,,0,0,0,0,0,0,0,0,15,4,4,7,5,0,4,11,0,0,6,2,0,0,0,0,15,4,4,7,5,0,4,11,0,0,6,2
67,10.264,A5,LD R5,pass,,0,4,0,0,0,0,0,0,15,4,4,7,5,0,4,11,0,0,6,2,0,0,0,0,15,4,4,7,5,0,4,11,0,0,6,2
68,10.344,F5,RAL,pass,,4,8,0,0,0,0,0,0,15,4,4,7,5,0,4,11,0,0,6,2,0,0,0,0,15,4,4,7,5,0,4,11,0,0,6,2
69,10.424,B5,XCH R5,pass,,8,4,0,0,0,0,0,0,15,4,4,7,5,0,4,11,0,0,6,2,0,0,0,0,15,8,4,7,5,0,4,11,0,0,6,2
70,10.524,A4,LD R4,pass,,4,15,0,0,0,0,0,0,15,8,4,7,5,0,4,11,0,0,6,2,0,0,0,0,15,8,4,7,5,0,4,11,0,0,6,2
71,10.604,F5,RAL,pass,,15,14,0,1,0,0,0,0,15,8,4,7,5,0,4,11,0,0,6,2,0,0,0,0,15,8,4,7,5,0,4,11,0,0,6,2
72,10.684,B4,XCH R4,pass,,14,15,1,1,0,0,0,0,15,8,4,7,5,0,4,11,0,0,6,2,0,0,0,0,14,8,4,7,5,0,4,11,0,0,6,2
73,10.784,F5,RAL,pass,,15,15,1,1,0,0,0,0,14,8,4,7,5,0,4,11,0,0,6,2,0,0,0,0,14,8,4,7,5,0,4,11,0,0,6,2
74,10.864,A1,LD R1,pass,,15,0,1,1,0,0,0,0,14,8,4,7,5,0,4,11,0,0,6,2,0,0,0,0,14,8,4,7,5,0,4,11,0,0,6,2
75,10.944,F5,RAL,pass,,0,1,1,0,0,0,0,0,14,8,4,7,5,0,4,11,0,0,6,2,0,0,0,0,14,8,4,7,5,0,4,11,0,0,6,2
76,11.024,B1,XCH R1,pass,,1,0,0,0,0,0,0,0,14,8,4,7,5,0,4,11,0,0,6,2,0,1,0,0,14,8,4,7,5,0,4,11,0,0,6,2
77,11.124,A0,LD R0,pass,,0,0,0,0,0,1,0,0,14,8,4,7,5,0,4,11,0,0,6,2,0,1,0,0,14,8,4,7,5,0,4,11,0,0,6,2
78,11.204,F5,RAL,pass,,0,0,0,0,0,1,0,0,14,8,4,7,5,0,4,11,0,0,6,2,0,1,0,0,14,8,4,7,5,0,4,11,0,0,6,2
79,11.284,B0,XCH R0,pass,,0,0,0,0,0,1,0,0,14,8,4,7,5,0,4,11,0,0,6,2,0,1,0,0,14,8,4,7,5,0,4,11,0,0,6,2
80,11.384,40,JUN 0,pass,,0,0,0,0,0,1,0,0,14,8,4,7,5,0,4,11,0,0,6,2,0,1,0,0,14,8,4,7,5,0,4,11,0,0,6,2
81,11.544,A8,LD R8,pass,,0,5,0,0,0,1,0,0,14,8,4,7,5,0,4,11,0,0,6,2,0,1,0,0,14,8,4,7,5,0,4,11,0,0,6,2
82,11.624,1C,JCN C,pass,,5,5,0,0,0,1,0,0,14,8,4,7,5,0,4,11,0,0,6,2,0,1,0,0,14,8,4,7,5,0,4,11,0,0,6,2
83,11.774,F1,CLC,pass,,5,5,0,0,0,1,0,0,14,8,4,7,5,0,4,11,0,0,6,2,0,1,0,0,14,8,4,7,5,0,4,11,0,0,6,2
84,11.844,A8,LD R8,pass,,5,5,0,0,0,1,0,0,14,8,4,7,5,0,4,11,0,0,6,2,0,1,0,0,14,8,4,7,5,0,4,11,0,0,6,2
85,11.924,F6,RAR,pass,,5,2,0,1,0,1,0,0,14,8,4,7,5,0,4,11,0,0,6,2,0,1,0,0,14,8,4,7,5,0,4,11,0,0,6,2
86,12.004,B8,XCH R8,pass,,2,5,1,1,0,1,0,0,14,8,4,7,5,0,4,11,0,0,6,2,0,1,0,0,14,8,4,7,2,0,4,11,0,0,6,2
87,12.104,A9,LD R9,pass,,5,0,1,1,0,1,0,0,14,8,4,7,2,0,4,11,0,0,6,2,0,1,0,0,14,8,4,7,2,0,4,11,0,0,6,2
88,12.184,F6,RAR,pass,,0,8,1,0,0,1,0,0,14,8,4,7,2,0,4,11,0,0,6,2,0,1,0,0,14,8,4,7,2,0,4,11,0,0,6,2
89,12.264,B9,XCH R9,pass,,8,0,0,0,0,1,0,0,14,8,4,7,2,0,4,11,0,0,6,2,0,1,0,0,14,8,4,7,2,8,4,11,0,0,6,2
90,12.364,1A,JCN A,pass,,0,0,0,0,0,1,0,0,14,8,4,7,2,8,4,11,0,0,6,2,0,1,0,0,14,8,4,7,2,8,4,11,0,0,6,2
91,12.514,F1,CLC,pass,,0,0,0,0,0,1,0,0,14,8,4,7,2,8,4,11,0,0,6,2,0,1,0,0,14,8,4,7,2,8,4,11,0,0,6,2
92,12.584,A5,LD R5,pass,,0,8,0,0,0,1,0,0,14,8,4,7,2,8,4,11,0,0,6,2,0,1,0,0,14,8,4,7,2,8,4,11,0,0,6,2
93,12.664,F5,RAL,pass,,8,0,0,1,0,1,0,0,14,8,4,7,2,8,4,11,0,0,6,2,0,1,0,0,14,8,4,7,2,8,4,11,0,0,6,2
94,12.744,B5,XCH R5,pass,,0,8,1,1,0,1,0,0,14,8,4,7,2,8,4,11,0,0,6,2,0,1,0,0,14,0,4,7,2,8,4,11,0,0,6,2
95,12.844,A4,LD R4,pass,,8,14,1,1,0,1,0,0,14,0,4,7,2,8,4,11,0,0,6,2,0,1,0,0,14,0,4,7,2,8,4,11,0,0,6,2
96,12.924,F5,RAL,pass,,14,13,1,1,0,1,0,0,14,0,4,7,2,8,4,11,0,0,6,2,0,1,0,0,14,0,4,7,2,8,4,11,0,0,6,2
97,13.004,B4,XCH R4,pass,,13,14,1,1,0,1,0,0,14,0,4,7,2,8,4,11,0,0,6,2,0,1,0,0,13,0,4,7,2,8,4,11,0,0,6,2
98,13.104,F5,RAL,pass,,14,13,1,1,0,1,0,0,13,0,4,7,2,8,4,11,0,0,6,2,0,1,0,0,13,0,4,7,2,8,4,11,0,0,6,2
99,13.184,A1,LD R1,pass,,13,1,1,1,0,1,0,0,13,0,4,7,2,8,4,11,0,0,6,2,0,1,0,0,13,0,4,7,2,8,4,11,0,0,6,2
100,13.264,F5,RAL,pass,,1,3,1,0,0,1,0,0,13,0,4,7,2,8,4,11,0,0,6,2,0,1,0,0,13,0,4,7,2,8,4,11,0,0,6,2
101,13.344,B1,XCH R1,pass,,3,1,0,0,0,1,0,0,13,0,4,7,2,8,4,11,0,0,6,2,0,3,0,0,13,0,4,7,2,8,4,11,0,0,6,2
102,13.444,A0,LD R0,pass,,1,0,0,0,0,3,0,0,13,0,4,7,2,8,4,11,0,0,6,2,0,3,0,0,13,0,4,7,2,8,4,11,0,0,6,2
103,13.524,F5,RAL,pass,,0,0,0,0,0,3,0,0,13,0,4,7,2,8,4,11,0,0,6,2,0,3,0,0,13,0,4,7,2,8,4,11,0,0,6,2
104,13.604,B0,XCH R0,pass,,0,0,0,0,0,3,0,0,13,0,4,7,2,8,4,11,0,0,6,2,0,3,0,0,13,0,4,7,2,8,4,11,0,0,6,2
105,13.704,40,JUN 0,pass,,0,0,0,0,0,3,0,0,13,0,4,7,2,8,4,11,0,0,6,2,0,3,0,0,13,0,4,7,2,8,4,11,0,0,6,2
106,13.864,A8,LD R8,pass,,0,2,0,0,0,3,0,0,13,0,4,7,2,8,4,11,0,0,6,2,0,3,0,0,13,0,4,7,2,8,4,11,0,0,6,2
107,13.944,1C,JCN C,pass,,2,2,0,0,0,3,0,0,13,0,4,7,2,8,4,11,0,0,6,2,0,3,0,0,13,0,4,7,2,8,4,11,0,0,6,2
108,14.094,F1,CLC,pass,,2,2,0,0,0,3,0,0,13,0,4,7,2,8,4,11,0,0,6,2,0,3,0,0,13,0,4,7,2,8,4,11,0,0,6,2
109,14.164,A8,LD R8,pass,,2,2,0,0,0,3,0,0,13,0,4,7,2,8,4,11,0,0,6,2,0,3,0,0,13,0,4,7,2,8,4,11,0,0,6,2
110,14.244,F6,RAR,pass,,2,1,0,0,0,3,0,0,13,0,4,7,2,8,4,11,0,0,6,2,0,3,0,0,13,0,4,7,2,8,4,11,0,0,6,2
111,14.324,B8,XCH R8,pass,,1,2,0,0,0,3,0,0,13,0,4,7,2,8,4,11,0,0,6,2,0,3,0,0,13,0,4,7,1,8,4,11,0,0,6,2
112,14.424,A9,LD R9,pass,,2,8,0,0,0,3,0,0,13,0,4,7,1,8,4,11,0,0,6,2,0,3,0,0,13,0,4,7,1,8,4,11,0,0,6,2
113,14.504,F6,RAR,pass,,8,4,0,0,0,3,0,0,13,0,4,7,1,8,4,11,0,0,6,2,0,3,0,0,13,0,4,7,1,8,4,11,0,0,6,2
114,14.584,B9,XCH R9,pass,,4,8,0,0,0,3,0,0,13,0,4,7,1,8,4,11,0,0,6,2,0,3,0,0,13,0,4,7,1,4,4,11,0,0,6,2
115,14.684,1A,JCN A,pass,,8,8,0,0,0,3,0,0,13,0,4,7,1,4,4,11,0,0,6,2,0,3,0,0,13,0,4,7,1,4,4,11,0,0,6,2
116,14.834,F1,CLC,pass,,8,8,0,0,0,3,0,0,13,0,4,7,1,4,4,11,0,0,6,2,0,3,0,0,13,0,4,7,1,4,4,11,0,0,6,2
117,14.904,A5,LD R5,pass,,8,0,0,0,0,3,0,0,13,0,4,7,1,4,4,11,0,0,6,2,0,3,0,0,13,0,4,7,1,4,4,11,0,0,6,2
118,14.984,F5,RAL,pass,,0,0,0,0,0,3,0,0,13,0,4,7,1,4,4,11,0,0,6,2,0,3,0,0,13,0,4,7,1,4,4,11,0,0,6,2
119,15.064,B5,XCH R5,pass,,0,0,0,0,0,3,0,0,13,0,4,7,1,4,4,11,0,0,6,2,0,3,0,0,13,0,4,7,1,4,4,11,0,0,6,2
120,15.164,A4,LD R4,pass,,0,13,0,0,0,3,0,0,13,0,4,7,1,4,4,11,0,0,6,2,0,3,0,0,13,0,4,7,1,4,4,11,0,0,6,2
121,15.244,F5,RAL,pass,,13,10,0,1,0,3,0,0,13,0,4,7,1,4,4,11,0,0,6,2,0,3,0,0,13,0,4,7,1,4,4,11,0,0,6,2
122,15.324,B4,XCH R4,pass,,10,13,1,1,0,3,0,0,13,0,4,7,1,4,4,11,0,0,6,2,0,3,0,0,10,0,4,7,1,4,4,11,0,0,6,2
123,15.424,F5,RAL,pass,,13,11,1,1,0,3,0,0,10,0,4,7,1,4,4,11,0,0,6,2,0,3,0,0,10,0,4,7,1,4,4,11,0,0,6,2
124,15.504,A1,LD R1,pass,,11,3,1,1,0,3,0,0,10,0,4,7,1,4,4,11,0,0,6,2,0,3,0,0,10,0,4,7,1,4,4,11,0,0,6,2
125,15.584,F5,RAL,pass,,3,7,1,0,0,3,0,0,10,0,4,7,1,4,4,11,0,0,6,2,0,3,0,0,10,0,4,7,1,4,4,11,0,0,6,2
126,15.664,B1,XCH R1,pass,,7,3,0,0,0,3,0,0,10,0,4,7,1,4,4,11,0,0,6,2,0,7,0,0,10,0,4,7,1,4,4,11,0,0,6,2
127,15.764,A0,LD R0,pass,,3,0,0,0,0,7,0,0,10,0,4,7,1,4,4,11,0,0,6,2,0,7,0,0,10,0,4,7,1,4,4,11,0,0,6,2
128,15.844,F5,RAL,pass,,0,0,0,0,0,7,0,0,10,0,4,7,1,4,4,11,0,0,6,2,0,7,0,0,10,0,4,7,1,4,4,11,0,0,6,2
129,15.924,B0,XCH R0,pass,,0,0,0,0,0,7,0,0,10,0,4,7,1,4,4,11,0,0,6,2,0,7,0,0,10,0,4,7,1,4,4,11,0,0,6,2
130,16.024,40,JUN 0,pass,,0,0,0,0,0,7,0,0,10,0,4,7,1,4,4,11,0,0,6,2,0,7,0,0,10,0,4,7,1,4,4,11,0,0,6,2
131,16.184,A8,LD R8,pass,,0,1,0,0,0,7,0,0,10,0,4,7,1,4,4,11,0,0,6,2,0,7,0,0,10,0,4,7,1,4,4,11,0,0,6,2
132,16.264,1C,JCN C,pass,,1,1,0,0,0,7,0,0,10,0,4,7,1,4,4,11,0,0,6,2,0,7,0,0,10,0,4,7,1,4,4,11,0,0,6,2
133,16.414,F1,CLC,pass,,1,1,0,0,0,7,0,0,10,0,4,7,1,4,4,11,0,0,6,2,0,7,0,0,10,0,4,7,1,4,4,11,0,0,6,2
134,16.484,A8,LD R8,pass,,1,1,0,0,0,7,0,0,10,0,4,7,1,4,4,11,0,0,6,2,0,7,0,0,10,0,4,7,1,4,4,11,0,0,6,2
135,16.564,F6,RAR,pass,,1,0,0,1,0,7,0,0,10,0,4,7,1,4,4,11,0,0,6,2,0,7,0,0,10,0,4,7,1,4,4,11,0,0,6,2
136,16.644,B8,XCH R8,pass,,0,1,1,1,0,7,0,0,10,0,4,7,1,4,4,11,0,0,6,2,0,7,0,0,10,0,4,7,0,4,4,11,0,0,6,2
137,16.744,A9,LD R9,pass,,1,4,1,1,0,7,0,0,10,0,4,7,0,4,4,11,0,0,6,2,0,7,0,0,10,0,4,7,0,4,4,11,0,0,6,2
138,16.824,F6,RAR,pass,,4,10,1,0,0,7,0,0,10,0,4,7,0,4,4,11,0,0,6,2,0,7,0,0,10,0,4,7,0,4,4,11,0,0,6,2
139,16.904,B9,XCH R9,pass,,10,4,0,0,0,7,0,0,10,0,4,7,0,4,4,11,0,0,6,2,0,7,0,0,10,0,4,7,0,10,4,11,0,0,6,2
140,17.004,1A,JCN A,pass,,4,4,0,0,0,7,0,0,10,0,4,7,0,10,4,11,0,0,6,2,0,7,0,0,10,0,4,7,0,10,4,11,0,0,6,2
141,17.154,F1,CLC,pass,,4,4,0,0,0,7,0,0,10,0,4,7,0,10,4,11,0,0,6,2,0,7,0,0,10,0,4,7,0,10,4,11,0,0,6,2
142,17.224,A5,LD R5,pass,,4,0,0,0,0,7,0,0,10,0,4,7,0,10,4,11,0,0,6,2,0,7,0,0,10,0,4,7,0,10,4,11,0,0,6,2
143,17.304,F5,RAL,pass,,0,0,0,0,0,7,0,0,10,0,4,7,0,10,4,11,0,0,6,2,0,7,0,0,10,0,4,7,0,10,4,11,0,0,6,2
144,17.384,B5,XCH R5,pass,,0,0,0,0,0,7,0,0,10,0,4,7,0,10,4,11,0,0,6,2,0,7,0,0,10,0,4,7,0,10,4,11,0,0,6,2
145,17.484,A4,LD R4,pass,,0,10,0,0,0,7,0,0,10,0,4,7,0,10,4,11,0,0,6,2,0,7,0,0,10,0,4,7,0,10,4,11,0,0,6,2
146,17.564,F5,RAL,pass,,10,4,0,1,0,7,0,0,10,0,4,7,0,10,4,11,0,0,6,2,0,7,0,0,10,0,4,7,0,10,4,11,0,0,6,2
147,17.644,B4,XCH R4,pass,,4,10,1,1,0,7,0,0,10,0,4,7,0,10,4,11,0,0,6,2,0,7,0,0,4,0,4,7,0,10,4,11,0,0,6,2
148,17.744,F5,RAL,pass,,10,5,1,1,0,7,0,0,4,0,4,7,0,10,4,11,0,0,6,2,0,7,0,0,4,0,4,7,0,10,4,11,0,0,6,2
149,17.824,A1,LD R1,pass,,5,7,1,1,0,7,0,0,4,0,4,7,0,10,4,11,0,0,6,2,0,7,0,0,4,0,4,7,0,10,4,11,0,0,6,2
150,17.904,F5,RAL,pass,,7,15,1,0,0,7,0,0,4,0,4,7,0,10,4,11,0,0,6,2,0,7,0,0,4,0,4,7,0,10,4,11,0,0,6,2
151,17.984,B1,XCH R1,pass,,15,7,0,0,0,7,0,0,4,0,4,7,0,10,4,11,0,0,6,2,0,15,0,0,4,0,4,7,0,10,4,11,0,0,6,2
152,18.084,A0,LD R0,pass,,7,0,0,0,0,15,0,0,4,0,4,7,0,10,4,11,0,0,6,2,0,15,0,0,4,0,4,7,0,10,4,11,0,0,6,2
